,color,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,director_count,actor_1_count,actor_2_count,actor_3_count,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Game-Show,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,genres_count,main_keyword,main_keyword_count
280,Color,265.0,171.0,0.0,695.0,3000.0,187670866.0,982637,6521,0.0,2368.0,English,USA,R,103000000.0,2000.0,933.0,8.5,2.35,21000,17,8,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,battlefield,1.0
281,Color,252.0,145.0,14000.0,533.0,10000.0,132014112.0,399651,12546,0.0,1331.0,English,USA,PG-13,102000000.0,2002.0,798.0,7.7,2.35,0,26,25,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,4.0,future,7.0
282,Color,232.0,174.0,0.0,9000.0,11000.0,261970615.0,387616,35672,1.0,858.0,English,UK,PG,100000000.0,2002.0,10000.0,7.4,2.35,0,11,8,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0,bildungsroman,1.0
283, Black and White,400.0,144.0,258.0,834.0,6000.0,167007184.0,470483,9125,1.0,2301.0,English,UK,PG-13,150000000.0,2006.0,1000.0,8.0,2.35,0,9,4,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,casino,14.0
284,Color,230.0,119.0,13000.0,567.0,1000.0,180011740.0,177725,2776,0.0,1368.0,English,USA,PG-13,100000000.0,2001.0,658.0,5.7,2.35,0,16,6,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,astronaut,13.0
285,Color,210.0,153.0,0.0,539.0,780.0,204843350.0,744891,2829,0.0,983.0,English,USA,R,102000000.0,1991.0,604.0,8.5,2.35,13000,7,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,future,7.0
286,Color,357.0,140.0,0.0,1000.0,40000.0,97030725.0,230931,64599,1.0,585.0,English,USA,R,100000000.0,2009.0,23000.0,7.0,2.35,0,6,40,5,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,1930s,14.0
287,Color,300.0,176.0,0.0,561.0,18000.0,130127620.0,324671,20354,0.0,458.0,English,USA,R,100000000.0,2007.0,782.0,7.8,1.85,0,17,30,3,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,death,50.0
288,Color,94.0,141.0,0.0,618.0,2000.0,146282411.0,190439,4528,0.0,351.0,English,USA,R,115000000.0,1994.0,1000.0,7.2,2.35,0,7,11,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,espionage,2.0
289,Color,267.0,106.0,12000.0,385.0,18000.0,65452312.0,149998,19906,1.0,285.0,English,USA,R,100000000.0,2009.0,464.0,6.4,2.35,0,12,30,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,hijack,1.0
290,Color,180.0,98.0,80.0,708.0,22000.0,148383780.0,85531,24082,10.0,152.0,English,USA,PG-13,100000000.0,2010.0,713.0,5.5,1.85,0,6,49,7,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,birthday,16.0
291,Color,265.0,116.0,285.0,107.0,12000.0,119219978.0,189806,20233,2.0,316.0,English,USA,PG-13,100000000.0,2010.0,8000.0,6.7,2.35,16000,6,18,9,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,capitalist,1.0
292,Color,81.0,115.0,55.0,383.0,1000.0,101228120.0,84424,3454,1.0,131.0,English,USA,R,100000000.0,1996.0,773.0,6.1,2.35,0,6,6,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0,assassination attempt,3.0
293,Color,765.0,165.0,16000.0,265.0,29000.0,162804648.0,955174,40978,1.0,1193.0,English,USA,R,100000000.0,2012.0,11000.0,8.5,2.35,199000,8,21,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,dynamite,1.0
294,Color,80.0,91.0,21.0,542.0,2000.0,100117603.0,102933,4842,0.0,230.0,English,USA,G,100000000.0,1996.0,700.0,6.9,1.78,0,2,7,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5.0,15th century,1.0
295,Color,141.0,78.0,10.0,253.0,558.0,89296573.0,128285,2039,1.0,297.0,English,USA,G,100000000.0,2000.0,452.0,7.3,1.66,0,3,1,1,3,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,antidote,3.0
296,Color,383.0,103.0,165.0,13000.0,26000.0,85017401.0,246803,57881,3.0,474.0,English,USA,R,92000000.0,2012.0,13000.0,6.7,2.35,108000,8,25,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,church,12.0
297,Color,193.0,131.0,226.0,341.0,12000.0,173005002.0,255447,13679,0.0,692.0,English,USA,PG,100000000.0,2004.0,625.0,6.9,2.35,0,7,32,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5.0,declaration of independence,1.0
298, Black and White,170.0,104.0,14.0,203.0,3000.0,75030163.0,108076,4487,0.0,1690.0,English,USA,PG,100000000.0,2006.0,762.0,5.1,2.35,0,1,8,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,dragon,7.0
299,Color,333.0,101.0,0.0,279.0,925.0,77222184.0,87677,1738,0.0,388.0,English,Germany,PG,100000000.0,2009.0,468.0,6.8,2.35,11000,4,6,2,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,based on children's book,2.0
300,Color,203.0,102.0,77.0,120.0,14000.0,107515297.0,85833,14552,2.0,113.0,English,USA,PG,100000000.0,2013.0,151.0,6.7,2.35,17000,3,10,1,3,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,father daughter relationship,6.0
301,Color,321.0,103.0,207.0,3000.0,40000.0,67631157.0,176598,55175,0.0,374.0,English,USA,PG-13,100000000.0,2010.0,11000.0,6.0,2.35,25000,3,40,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0,police surveillance,2.0
302,Color,174.0,121.0,0.0,595.0,1000.0,66862068.0,89509,3903,0.0,524.0,English,USA,R,83000000.0,1999.0,1000.0,5.7,2.35,2000,6,4,5,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4.0,atheist,2.0
303,Color,166.0,143.0,380.0,452.0,29000.0,57366262.0,400292,33160,0.0,657.0,English,Germany,R,100000000.0,2006.0,3000.0,8.0,2.35,14000,8,21,3,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,diamond,7.0
304,Color,606.0,240.0,17000.0,4000.0,29000.0,116866727.0,780588,46057,3.0,1138.0,English,USA,R,100000000.0,2013.0,11000.0,8.2,2.35,138000,20,21,3,3,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,based on true story,14.0
305,Color,144.0,121.0,541.0,680.0,920.0,184031112.0,190786,2880,4.0,539.0,English,USA,PG-13,100000000.0,1995.0,710.0,5.4,1.85,0,13,4,2,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,love,15.0
306,Color,192.0,129.0,719.0,423.0,660.0,54700065.0,221521,2031,0.0,1049.0,English,USA,R,105000000.0,1997.0,475.0,7.2,1.85,0,5,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.0,alien,79.0
307,Color,511.0,172.0,670.0,1000.0,15000.0,27098580.0,284825,22686,5.0,828.0,English,Germany,R,102000000.0,2012.0,5000.0,7.5,2.35,124000,5,24,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,composer,1.0
308,Color,188.0,101.0,0.0,577.0,2000.0,55673333.0,65785,4286,1.0,160.0,English,USA,PG,80000000.0,2010.0,653.0,7.0,2.35,16000,8,3,2,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,barn owl,1.0
309,Color,212.0,87.0,26.0,566.0,827.0,40198710.0,87451,3144,0.0,660.0,English,USA,PG-13,100000000.0,2004.0,825.0,3.3,2.35,0,1,3,1,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.0,based on cult comic book,2.0
310,Color,245.0,101.0,420.0,467.0,12000.0,72660029.0,115687,16235,0.0,269.0,English,USA,PG-13,100000000.0,2014.0,3000.0,6.0,2.35,21000,9,18,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,army,22.0
311,Color,127.0,95.0,63.0,720.0,23000.0,38120554.0,71527,26940,0.0,217.0,English,USA,PG,140000000.0,2002.0,770.0,7.1,1.5,0,3,17,3,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,alien,79.0
312,Color,167.0,102.0,52.0,526.0,8000.0,49392095.0,52029,10552,1.0,224.0,English,USA,PG-13,100000000.0,2009.0,735.0,5.4,1.85,0,4,20,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,human versus dinosaur,1.0
313,Color,320.0,131.0,385.0,11000.0,26000.0,39292022.0,127258,52610,15.0,351.0,English,USA,PG-13,90000000.0,2014.0,13000.0,6.1,2.35,56000,1,25,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,battle,29.0
314,Color,163.0,114.0,19.0,848.0,1000.0,28772222.0,33953,3962,1.0,163.0,English,USA,PG-13,105000000.0,2015.0,897.0,5.3,2.35,37000,2,10,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0,athlete,4.0
315,Color,78.0,94.0,6.0,227.0,490.0,17010646.0,40751,1195,0.0,239.0,English,USA,PG,84000000.0,2005.0,294.0,2.2,1.85,881,2,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,baby,24.0
316,Color,289.0,122.0,2000.0,571.0,26000.0,24985612.0,71782,28328,0.0,161.0,English,USA,PG-13,100000000.0,2015.0,911.0,7.0,1.85,27000,13,14,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.0,emaciation,2.0
317,Color,66.0,95.0,31.0,683.0,3000.0,4411102.0,20295,6161,1.0,164.0,English,USA,PG-13,100000000.0,2002.0,695.0,3.8,1.85,416,3,11,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,casino,14.0
318,Color,266.0,115.0,521.0,95.0,13000.0,35024475.0,110364,13761,1.0,261.0,English,France,R,100000000.0,2010.0,537.0,6.9,2.35,0,7,30,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4.0,cia,21.0
319,Color,208.0,88.0,20.0,36.0,144.0,130174897.0,27918,309,0.0,155.0,English,USA,G,99000000.0,2015.0,42.0,7.2,1.85,33000,2,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,dog,18.0
320,Color,97.0,110.0,342.0,393.0,623.0,10200000.0,18697,1722,0.0,263.0,English,USA,PG,10000000.0,1997.0,508.0,7.3,1.85,578,2,2,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0,brother sister relationship,9.0
321,Color,202.0,130.0,208.0,591.0,12000.0,202007640.0,248045,15972,5.0,890.0,English,USA,PG-13,98000000.0,2001.0,3000.0,6.3,2.35,0,4,18,5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0,ancient egypt,3.0
322,Color,233.0,216.0,17000.0,1000.0,29000.0,77679638.0,314033,47657,3.0,1166.0,English,USA,R,100000000.0,2002.0,14000.0,7.5,2.35,0,20,21,5,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,butcher,2.0
323,Color,136.0,146.0,611.0,28.0,23000.0,9213.0,38690,23240,2.0,130.0,Mandarin,China,R,94000000.0,2011.0,196.0,7.6,2.35,13000,6,23,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,abusive stepfather,1.0
324,Color,154.0,85.0,9.0,970.0,12000.0,58867694.0,54077,25590,0.0,112.0,English,USA,PG,100000000.0,2007.0,11000.0,6.8,1.85,0,1,18,8,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,chicken,4.0
325,Color,169.0,93.0,0.0,465.0,11000.0,59475623.0,49739,13748,1.0,407.0,English,USA,PG-13,90000000.0,2004.0,2000.0,5.2,1.85,0,7,7,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,community,1.0
326,Color,200.0,152.0,0.0,557.0,2000.0,108638745.0,292022,4270,0.0,1103.0,English,USA,R,92000000.0,2001.0,820.0,7.7,2.35,10000,17,4,5,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.0,army,22.0
327,Color,255.0,85.0,116.0,329.0,8000.0,86897182.0,106790,9271,0.0,177.0,English,USA,R,95000000.0,2012.0,331.0,6.2,1.85,18000,8,20,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,campaigning,2.0
328,Color,173.0,126.0,0.0,10000.0,14000.0,63540020.0,343274,39319,2.0,742.0,English,France,PG-13,93000000.0,1997.0,13000.0,7.7,2.35,18000,5,15,9,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,1910s,3.0
329,Color,221.0,146.0,127.0,722.0,962.0,95328937.0,59581,4555,4.0,293.0,English,USA,R,100000000.0,2010.0,740.0,4.3,1.85,0,1,4,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,abu dhabi,1.0
330,Color,82.0,89.0,10.0,442.0,2000.0,50802661.0,58300,3372,1.0,139.0,English,USA,PG,95000000.0,2000.0,919.0,6.9,1.85,0,3,3,2,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,adventurer,1.0
331,Color,233.0,88.0,20.0,916.0,22000.0,161317423.0,145321,25354,0.0,139.0,English,USA,PG,95000000.0,2012.0,1000.0,6.6,2.35,14000,2,12,3,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,acorn,1.0
332,Color,343.0,105.0,0.0,502.0,2000.0,201148159.0,103737,4671,1.0,322.0,English,USA,PG,95000000.0,2015.0,520.0,7.0,2.35,56000,8,3,3,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,dress,2.0
333,Color,308.0,135.0,0.0,310.0,873.0,43982842.0,125109,2370,1.0,593.0,English,USA,PG-13,65000000.0,2009.0,560.0,6.7,2.35,16000,12,5,3,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,1970s,21.0
334,Color,301.0,100.0,475.0,799.0,1000.0,380838870.0,692482,5641,0.0,866.0,English,USA,G,94000000.0,2003.0,939.0,8.2,1.85,11000,3,2,8,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,great barrier reef,1.0
335,Color,328.0,192.0,0.0,416.0,5000.0,377019252.0,1215718,6434,2.0,3189.0,English,USA,PG-13,94000000.0,2003.0,857.0,8.9,2.35,16000,12,3,2,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,battle,29.0
336,Color,294.0,172.0,0.0,857.0,16000.0,340478898.0,1100446,23052,1.0,2417.0,English,USA,PG-13,94000000.0,2002.0,5000.0,8.7,2.35,10000,12,9,7,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,epic,3.0
337,Color,175.0,102.0,44.0,766.0,12000.0,17176900.0,54501,17098,4.0,154.0,English,USA,PG-13,95000000.0,2014.0,3000.0,5.5,2.35,16000,3,18,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,apprentice,5.0
338,Color,199.0,100.0,165.0,240.0,11000.0,131144183.0,157016,12150,1.0,824.0,English,USA,PG-13,115000000.0,2001.0,509.0,5.7,2.35,0,8,15,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0,illuminati,1.0
339,Color,355.0,119.0,0.0,968.0,40000.0,23014504.0,172707,54031,1.0,462.0,English,UK,PG-13,100000000.0,2014.0,11000.0,6.3,2.35,37000,1,40,20,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,5.0,artificial intelligence,6.0
340,Color,198.0,92.0,394.0,527.0,693.0,181166115.0,219501,2574,0.0,1236.0,English,USA,PG-13,93000000.0,2001.0,595.0,5.9,1.85,0,4,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,dinosaur,3.0
341,Color,529.0,105.0,81.0,779.0,11000.0,176740650.0,403836,13118,0.0,646.0,English,USA,PG-13,93000000.0,2011.0,1000.0,7.6,2.35,47000,3,14,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,alzheimer's disease,5.0
342,Color,198.0,107.0,70.0,330.0,770.0,71148699.0,68935,1614,0.0,125.0,English,USA,PG,90000000.0,2008.0,419.0,6.6,2.35,0,6,4,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,actor playing multiple roles,4.0
343,Color,412.0,101.0,212.0,476.0,13000.0,67344392.0,165618,15481,2.0,503.0,English,USA,R,92000000.0,2013.0,787.0,5.3,1.85,66000,4,30,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,bomb,9.0
344,Color,106.0,137.0,102.0,877.0,2000.0,22406362.0,16832,5780,0.0,267.0,English,USA,PG-13,107000000.0,2004.0,973.0,6.0,2.35,701,4,13,3,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4.0,army,22.0
345,Color,283.0,115.0,663.0,55.0,1000.0,261437578.0,479166,1901,0.0,815.0,English,USA,PG,92000000.0,2004.0,723.0,8.0,2.35,0,5,8,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,hero,1.0
346,Color,61.0,124.0,212.0,810.0,1000.0,11000000.0,21102,3611,3.0,169.0,English,USA,PG-13,98000000.0,1995.0,903.0,5.6,2.35,1000,15,1,5,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,latin,1.0
347,Color,217.0,118.0,0.0,1000.0,8000.0,88761720.0,141179,14024,0.0,419.0,English,UK,PG,95000000.0,2010.0,3000.0,5.9,2.35,9000,11,7,8,8,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,greek,2.0
348,Color,175.0,98.0,188.0,602.0,10000.0,250147615.0,403014,12998,0.0,289.0,English,USA,PG-13,90000000.0,1997.0,826.0,7.3,1.85,0,7,19,6,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.0,alien,79.0
349,Color,191.0,82.0,487.0,967.0,15000.0,245823397.0,385871,21275,2.0,515.0,English,USA,G,90000000.0,1999.0,1000.0,7.9,1.85,0,5,24,6,2,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,collector,2.0
350,Color,316.0,98.0,12000.0,1000.0,18000.0,81557479.0,149947,25780,1.0,326.0,English,USA,PG-13,100000000.0,2010.0,3000.0,6.8,2.35,18000,12,30,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,freight train,1.0
351,Color,127.0,90.0,420.0,141.0,191.0,226138454.0,160440,664,2.0,394.0,English,USA,PG-13,90000000.0,2001.0,165.0,6.6,2.35,0,9,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0,boat,11.0
352,Color,185.0,130.0,0.0,568.0,11000.0,155370362.0,98403,12890,0.0,683.0,English,USA,PG-13,100000000.0,2000.0,627.0,6.6,2.35,0,13,27,5,4,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,5.0,ghost,13.0
353,Color,191.0,90.0,97.0,56.0,622.0,124870275.0,152601,1227,1.0,156.0,English,USA,PG,100000000.0,2009.0,526.0,7.0,2.35,0,4,4,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,food,3.0
354,Color,188.0,94.0,107.0,117.0,835.0,196573705.0,166791,1258,0.0,132.0,English,USA,PG,90000000.0,2009.0,256.0,7.0,1.85,0,4,2,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,egg,2.0
355,Color,362.0,114.0,0.0,423.0,3000.0,58229120.0,236421,5095,1.0,515.0,English,USA,PG,90000000.0,2013.0,806.0,7.3,2.35,70000,5,8,4,3,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,daydream,1.0
356,Color,181.0,94.0,368.0,466.0,13000.0,125305545.0,145350,15419,0.0,643.0,English,USA,PG-13,92000000.0,2000.0,1000.0,5.5,2.35,0,6,26,2,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0,booty shake,1.0
357,Color,352.0,151.0,17000.0,1000.0,29000.0,132373442.0,873649,45648,0.0,2054.0,English,USA,R,90000000.0,2006.0,13000.0,8.5,2.35,29000,20,21,7,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,boston,1.0
358,Color,143.0,88.0,7.0,484.0,2000.0,120618403.0,171792,4478,0.0,222.0,English,USA,G,90000000.0,1998.0,500.0,7.5,1.66,12000,1,3,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,6.0,based on poem,1.0
359,Color,308.0,121.0,0.0,918.0,21000.0,110416702.0,307539,23484,3.0,577.0,English,USA,R,92000000.0,2008.0,1000.0,7.0,2.35,0,5,26,4,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,film director,1.0
360,Color,517.0,158.0,21000.0,585.0,18000.0,102515793.0,330152,20388,1.0,632.0,English,USA,R,90000000.0,2011.0,1000.0,7.8,2.35,54000,10,10,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0,computer hacker,4.0
361,Color,148.0,128.0,323.0,489.0,13000.0,100012500.0,299258,14274,1.0,346.0,English,USA,R,90000000.0,1995.0,559.0,7.6,2.35,0,10,30,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,bomb,9.0
362,Color,415.0,128.0,0.0,727.0,21000.0,209019489.0,477300,23996,3.0,621.0,English,USA,PG-13,90000000.0,2009.0,979.0,7.6,1.85,20000,7,26,6,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5.0,black magic,3.0
363,Color,1.0,141.0,335.0,635.0,11000.0,25517500.0,57,13379,2.0,1.0,English,USA,PG-13,20000000.0,2016.0,745.0,6.1,2.35,0,6,25,5,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,No keywords,0.0
364,Color,146.0,95.0,21.0,503.0,12000.0,84037039.0,72591,15237,0.0,289.0,English,USA,PG,120000000.0,2001.0,802.0,6.8,2.35,0,2,8,1,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0,atlantis,1.0
365,Color,70.0,92.0,12.0,1000.0,35000.0,85884815.0,9418,38450,0.0,53.0,English,USA,PG,90000000.0,2015.0,1000.0,5.0,1.85,0,4,5,3,2,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0,chipmunk,3.0
366,Color,269.0,121.0,0.0,919.0,10000.0,83077470.0,183247,14165,0.0,440.0,English,USA,PG-13,75000000.0,2008.0,1000.0,7.1,1.85,0,8,25,8,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4.0,american actor playing foreigner,1.0
367,Color,198.0,113.0,221.0,503.0,11000.0,100018837.0,156348,13446,0.0,380.0,English,USA,PG-13,90000000.0,2008.0,600.0,5.5,1.85,0,9,14,1,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,hair stylist,1.0
368,Color,253.0,106.0,0.0,1000.0,22000.0,78747585.0,89770,35367,0.0,342.0,English,USA,PG-13,88000000.0,2015.0,11000.0,5.6,2.35,39000,11,12,10,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,alien,79.0
